Date,Area,Rent,Food,Transport,Utilities,Misc,Total
2023-07-31,Kikuyu,23796,9260,5378,4840,6528,49803
2023-07-31,South B,45439,15954,11027,4603,9252,86275
2023-07-31,Githurai,14914,10130,6794,4224,3867,39929
2023-07-31,Githurai,15188,12260,3330,4307,4337,39422
2023-07-31,Langata,60496,20609,12116,6614,8254,108090
2023-07-31,Kasarani,20061,12560,7941,2773,7258,50592
2023-07-31,Kitengela,25547,13044,8326,4560,5345,56823
2023-07-31,Donholm,44895,16627,6784,5365,8368,82039
2023-07-31,Thika,27525,14267,5519,4312,8158,59781
2023-07-31,Githurai,12550,7219,4337,2957,2388,29451
2023-07-31,Embakasi,27458,14022,5849,2996,7561,57887
2023-07-31,Westlands,100572,25410,13720,6675,14655,161032
2023-07-31,South B,42915,18402,9429,4040,9990,84776
2023-07-31,Donholm,37511,14289,6633,5628,5483,69543
2023-07-31,Karen,173948,26591,16820,7325,16412,241096
2023-07-31,Githurai,13336,11970,6411,1988,4688,38393
2023-07-31,Rongai,33053,13342,6629,3361,8753,65138
2023-07-31,Thika,22710,13749,5522,3439,5769,51189
2023-07-31,Rongai,36968,18118,6860,3186,6598,71731
2023-07-31,Westlands,103392,22335,11629,6441,14437,158234
2023-07-31,Langata,66394,21517,13571,5616,9178,116276
2023-07-31,Kitengela,27025,15188,8575,3135,6977,60900
2023-07-31,Kitengela,27836,16770,7194,2475,7362,61638
2023-07-31,Juja,20495,9492,3577,1876,6067,41508
2023-07-31,Githurai,8380,7618,3744,4553,5185,29480
2023-07-31,Ruiru,25488,14184,7029,3918,4655,55274
2023-07-31,Ngong,38429,13511,9347,5242,9784,76313
2023-07-31,Ngong,38557,15654,8633,3003,9938,75785
2023-07-31,Kikuyu,23432,9869,5191,4648,4701,47841
2023-07-31,Githurai,10449,9209,5510,2786,4389,32343
2023-07-31,Umoja,31094,16457,4495,2675,8482,63204
2023-07-31,Umoja,27186,14178,4214,2685,8800,57064
2023-07-31,Ngong,44730,15993,8533,4296,4858,78410
2023-07-31,Githurai,9074,8395,5569,3123,4456,30617
2023-07-31,Donholm,44866,17037,8360,5009,10360,85632
2023-07-31,Kasarani,24407,13182,5064,3852,5185,51689
2023-07-31,Kasarani,27606,13702,8169,4563,8108,62148
2023-07-31,Kasarani,28048,9722,5268,4168,6876,54082
2023-07-31,Langata,67051,18684,10104,5629,13725,115193
2023-07-31,Westlands,106031,26549,14649,7970,12486,167685
2023-07-31,Mlolongo,22640,9527,6172,3243,6087,47670
2023-07-31,Donholm,39397,18537,7093,2855,7932,75814
2023-07-31,Donholm,37402,19060,7279,5786,10223,79750
2023-07-31,Ruaka,52697,20579,11415,5187,9135,99014
2023-07-31,Umoja,32107,16435,8296,5113,4575,66526
2023-07-31,Westlands,101424,25680,12945,7842,16906,164796
2023-07-31,Mlolongo,18875,11496,6823,2880,2911,42985
2023-07-31,Karen,170075,27405,17481,8100,17147,240207
2023-07-31,Thika,22839,12767,7006,4872,6577,54061
2023-07-31,Kitengela,30130,14995,8823,4797,5651,64397
2023-07-31,Ruaka,52547,16606,8335,5268,8227,90984
2023-07-31,Ruaka,52013,21089,11420,4655,7689,96866
2023-07-31,Embakasi,31550,16471,6102,2521,7504,64149
2023-07-31,South B,47406,19683,9490,5748,8837,91164
2023-07-31,South B,43270,18080,8525,5715,9512,85102
2023-07-31,Githurai,13704,7573,5227,2584,1312,30400
2023-07-31,Westlands,100941,24345,13574,5926,16598,161383
2023-07-31,Juja,20153,11062,4689,2776,2985,41665
2023-07-31,Karen,176475,26953,17393,8042,17916,246778
2023-07-31,Donholm,37818,13948,8341,3679,4846,68632
2023-07-31,Donholm,39347,17304,6153,5044,7274,75122
2023-07-31,Thika,24453,9482,6889,2496,6756,50076
2023-07-31,Umoja,27814,16117,4912,4533,8705,62082
2023-07-31,South B,48091,21199,12797,3423,9238,94747
2023-07-31,Thika,21853,9521,7013,2415,5725,46527
2023-07-31,Kikuyu,24748,9199,5848,4274,4853,48922
2023-07-31,Langata,67494,19846,10897,4147,10548,112932
2023-07-31,Langata,68059,22631,13106,6771,12430,122997
2023-07-31,Ruiru,24486,10530,7710,3871,2437,49034
2023-08-31,Thika,26341,11599,7660,2605,7969,56174
2023-08-31,Ngong,40176,15210,7190,3048,7647,73270
2023-08-31,Karen,165436,26889,19381,7620,16571,235898
2023-08-31,Kileleshwa,89286,20141,9809,6477,12150,137863
2023-08-31,Kitengela,26774,14550,6790,3594,9228,60936
2023-08-31,Karen,165853,27438,18852,8905,18944,239993
2023-08-31,Kasarani,19387,14370,7652,5185,4772,51366
2023-08-31,Karen,162292,31333,17869,7610,15860,234965
2023-08-31,Kileleshwa,90299,25806,13367,6511,10937,146920
2023-08-31,Ruiru,24641,9822,4725,4084,6928,50200
2023-08-31,Kasarani,22904,11323,8419,4126,3565,50337
2023-08-31,Kitengela,24986,15230,5485,4389,8639,58729
2023-08-31,Langata,63673,20586,10211,4012,13145,111628
2023-08-31,Ngong,40591,14506,10313,4303,7661,77373
2023-08-31,Juja,15980,12145,7674,2844,4811,43454
2023-08-31,Mlolongo,21027,11051,7623,3823,4456,47980
2023-08-31,Langata,59826,23481,12158,6017,11301,112784
2023-08-31,Kitengela,28498,12180,8325,2970,6981,58954
2023-08-31,Ruiru,25401,13670,6558,4826,4443,54898
2023-08-31,South B,41125,16350,9668,4700,6851,78695
2023-08-31,Kasarani,20301,10142,5436,2341,6016,44236
2023-08-31,Langata,59515,20434,12173,4207,9144,105474
2023-08-31,Donholm,38643,16663,8977,3292,4608,72182
2023-08-31,Donholm,35542,17942,9326,4826,8270,75905
2023-08-31,Umoja,26201,16128,5292,4448,6686,58755
2023-08-31,Ruiru,20125,12664,6002,4300,7260,50351
2023-08-31,Westlands,100039,26452,14177,6487,16058,163213
2023-08-31,Kileleshwa,92448,22647,13907,5156,9330,143488
2023-08-31,Westlands,100496,22696,12663,7152,14826,157833
2023-08-31,Rongai,30648,14913,8407,5390,5470,64828
2023-08-31,Kasarani,26261,14532,5599,2420,7449,56261
2023-08-31,Mlolongo,20846,8678,6405,4236,3132,43297
2023-08-31,Westlands,95966,24039,15975,7611,11503,155094
2023-08-31,Donholm,37615,14519,10553,3860,5704,72250
2023-08-31,Embakasi,27791,15079,8078,4830,5618,61396
2023-08-31,Ruaka,47887,19203,12613,4245,10796,94744
2023-08-31,Kikuyu,26750,13992,5955,3558,3303,53558
2023-08-31,Embakasi,29176,13896,5670,4019,9210,61971
2023-08-31,Ngong,37107,13767,8278,4289,5334,68774
2023-08-31,Ngong,36876,14670,6646,4447,7277,69915
2023-08-31,Mlolongo,24472,12974,4734,2074,4236,48490
2023-08-31,Kitengela,28488,17491,9940,3792,8787,68498
2023-08-31,Kikuyu,22038,11140,8445,2261,5578,49462
2023-08-31,Westlands,95823,22118,11869,6946,16231,152987
2023-08-31,Karen,168440,26732,16304,7380,14539,233396
2023-08-31,Westlands,96926,26696,14742,8099,14464,160927
2023-08-31,Kikuyu,25258,11263,7522,2397,7232,53672
2023-08-31,Ruiru,23669,14918,8194,4651,7897,59329
2023-08-31,Kileleshwa,92414,21289,9605,6257,13066,142631
2023-08-31,Donholm,37834,16567,8544,5532,7014,75490
2023-08-31,Karen,161602,27300,17752,9364,14553,230572
2023-08-31,Juja,20956,8105,6723,3618,6190,45592
2023-08-31,South B,44215,16892,7462,4921,10339,83830
2023-08-31,Ngong,39959,16197,10568,3419,7492,77634
2023-08-31,Langata,61993,19000,9884,6517,13373,110768
2023-08-31,Ruiru,22231,11885,8129,2606,7004,51855
2023-08-31,Karen,164955,30215,16587,9606,17959,239323
2023-08-31,Githurai,14563,11337,3927,4699,2498,37025
2023-08-31,Embakasi,29489,15622,5095,2350,5796,58352
2023-08-31,Embakasi,30359,15492,7657,5089,4185,62782
2023-08-31,Westlands,100275,22728,14328,7025,17080,161436
2023-08-31,Kitengela,28998,16257,6225,3152,8664,63296
2023-08-31,Kasarani,21117,14367,7669,4505,4721,52379
2023-08-31,Juja,15106,9954,3851,3026,1954,33891
2023-08-31,Embakasi,27708,14123,7610,3577,3793,56811
2023-08-31,South B,46539,19963,9708,5640,9631,91481
2023-08-31,Westlands,96058,24046,13611,8143,13288,155146
2023-08-31,Kileleshwa,92300,22876,9584,6239,10293,141292
2023-08-31,Donholm,35961,14481,6211,5437,6585,68674
2023-08-31,South B,47617,20030,12836,5428,6695,92607
2023-08-31,Rongai,35993,14927,8011,3932,8688,71551
2023-08-31,South B,46917,18083,9151,4909,7340,86401
2023-08-31,Donholm,38540,16496,8392,5494,7714,76635
2023-08-31,South B,43336,14816,8356,6371,9403,82283
2023-08-31,Donholm,36573,18447,6194,3718,4608,69539
2023-08-31,Kitengela,28428,11851,8842,3613,6391,59125
2023-08-31,Umoja,25611,14420,4677,5165,7106,56979
2023-08-31,Ngong,37128,17646,8798,5284,9715,78570
2023-08-31,Kasarani,19161,9744,8382,4373,5716,47376
2023-08-31,Juja,14642,10595,4386,3257,3694,36574
2023-08-31,South B,41631,14647,8551,4269,7879,76978
2023-08-31,Donholm,39104,17431,7334,4089,10213,78170
2023-08-31,Rongai,30936,14028,8879,3659,7839,65341
2023-08-31,Karen,167651,29424,17682,7111,17452,239321
2023-08-31,Mlolongo,19871,9461,3980,3114,7800,44226
2023-08-31,South B,47500,15722,7547,4823,6381,81974
2023-08-31,Kitengela,29389,13066,6453,2803,5326,57037
2023-08-31,Rongai,34910,14111,5495,4533,8364,67413
2023-08-31,Mlolongo,24063,12453,6881,2033,6340,51770
2023-08-31,Karen,164818,30380,17169,7254,18941,238563
2023-08-31,Umoja,29226,16420,6168,3567,5109,60490
2023-08-31,Rongai,36018,14196,6877,3318,6423,66832
2023-08-31,Embakasi,27830,12858,7834,3292,8526,60340
2023-08-31,Karen,166858,28149,18586,6924,14495,235013
2023-08-31,Kasarani,20582,9447,5107,2772,3984,41892
2023-08-31,Juja,15993,8691,4861,3529,7628,40702
2023-08-31,Kikuyu,18970,14486,4036,4308,3904,45704
2023-08-31,Donholm,37811,18560,8353,3105,5319,73147
2023-08-31,Westlands,97020,26574,14271,6815,12233,156913
2023-08-31,Umoja,26501,13430,7333,5245,3558,56067
2023-08-31,Juja,13656,11107,3717,4626,4754,37860
2023-08-31,Westlands,98548,25790,13222,6311,15249,159120
2023-08-31,Juja,15244,7857,5050,3688,2247,34086
2023-08-31,Rongai,30017,17506,8668,5356,6541,68088
2023-08-31,Karen,166961,29742,18497,6808,18827,240836
2023-08-31,Ngong,41607,17245,9841,3845,7643,80180
2023-08-31,Langata,57817,22144,9885,4008,8817,102672
2023-08-31,Ruiru,19302,13612,5839,4876,5365,48994
2023-08-31,Githurai,11562,13698,8076,3338,6444,43119
2023-08-31,Thika,24002,13192,4426,3886,4247,49753
2023-08-31,Langata,62919,18176,10613,4251,13029,108989
2023-08-31,Westlands,100426,25000,14796,5697,13547,159466
2023-08-31,Kasarani,20114,14588,7139,4209,3062,49112
2023-08-31,Kasarani,19064,11111,5348,4673,7086,47282
2023-08-31,Juja,18659,12094,7588,4067,2985,45393
2023-08-31,Westlands,97580,25541,12065,5676,14393,155255
2023-08-31,Ruaka,53602,20331,12819,5826,9164,101742
2023-08-31,Ruaka,47051,21266,8364,4357,6842,87880
2023-08-31,Karen,167191,30193,15091,8317,20113,240906
2023-08-31,Karen,164165,30354,17733,8841,17860,238954
2023-08-31,Kileleshwa,89207,20362,11322,6971,9862,137724
2023-08-31,Thika,23354,10947,5490,2889,3533,46213
2023-08-31,Ngong,39469,15439,9019,3427,9257,76610
2023-08-31,Langata,61215,17838,9797,6912,13084,108847
2023-08-31,Kasarani,26485,13912,6337,2911,8206,57851
2023-08-31,Ruaka,49240,20248,11359,4703,10056,95606
2023-08-31,Thika,24852,10127,5323,3160,8045,51507
2023-08-31,Githurai,10149,7883,7180,3407,5824,34444
2023-08-31,Umoja,28482,11433,5234,4329,5478,54956
2023-08-31,Ruiru,19724,14305,8129,5085,2747,49990
2023-08-31,Donholm,38713,18383,6552,3893,8345,75885
2023-08-31,Kikuyu,23094,11316,6837,4108,5411,50766
2023-08-31,Githurai,12264,8416,4971,3741,2755,32148
2023-08-31,Ruaka,47461,22504,8531,4093,9811,92400
2023-08-31,Karen,161885,25613,17389,7525,19162,231575
2023-08-31,Rongai,32540,14229,6099,4769,9168,66805
2023-08-31,Kileleshwa,88909,26911,14925,5505,10504,146754
2023-08-31,Kitengela,27985,16022,4751,5074,8889,62721
2023-08-31,Kitengela,26239,11636,4744,4121,7424,54164
2023-08-31,Kikuyu,26501,12687,7883,3721,4430,55222
2023-08-31,Kileleshwa,86409,20796,10165,6117,12569,136056
2023-08-31,Kileleshwa,87206,20611,12164,4511,9868,134360
2023-08-31,Mlolongo,18910,13826,3460,4075,6606,46877
2023-08-31,Kasarani,21985,12802,7139,3429,7716,53071
2023-08-31,Ruaka,46378,17368,12036,3736,7428,86946
2023-08-31,Donholm,36745,13623,7915,5520,7104,70906
2023-08-31,Kileleshwa,88979,23445,12848,6608,13767,145647
2023-08-31,Githurai,15594,7515,3024,2131,6997,35262
2023-08-31,Donholm,42447,14074,6450,5276,7096,75342
2023-08-31,Ruaka,47719,20442,11772,4546,7851,92330
2023-08-31,Kitengela,31744,15919,6864,2592,4762,61881
2023-08-31,Juja,14384,6891,4490,3079,3499,32343
2023-08-31,Ruiru,22058,12325,5941,2763,8123,51210
2023-08-31,Thika,21474,12961,6740,3258,4208,48641
2023-08-31,Donholm,35397,13962,10296,5166,9429,74249
2023-08-31,Donholm,42654,17948,9370,3333,5676,78980
2023-08-31,Karen,165267,29742,18212,9206,19575,242003
2023-08-31,Langata,57200,21027,13619,3939,7886,103672
2023-08-31,Kitengela,29469,16610,5384,2922,4698,59083
2023-08-31,Kileleshwa,84514,19942,9801,5804,13372,133433
2023-08-31,Karen,164251,30375,18644,9605,19510,242386
2023-08-31,Juja,13409,13043,7732,3718,4758,42660
2023-08-31,Thika,23986,9313,6630,2293,6953,49175
2023-08-31,Kasarani,23761,10009,6028,3716,3523,47037
2023-08-31,Ngong,37644,14792,9101,4356,5284,71176
2023-08-31,Embakasi,29316,14757,6240,4070,6442,60825
2023-08-31,Thika,25921,10559,8330,4766,2939,52515
2023-08-31,Karen,165572,31201,20141,9138,17816,243868
2023-08-31,Ngong,39880,20827,12394,4312,8032,85444
2023-08-31,Mlolongo,17436,13163,6501,4248,6698,48046
2023-08-31,Mlolongo,18240,11107,3659,4041,5507,42554
2023-08-31,Westlands,97872,23975,15577,7535,13915,158874
2023-08-31,Kasarani,22840,10278,7013,2436,7744,50311
2023-08-31,Ngong,40642,16714,7806,4341,7301,76803
2023-08-31,Kileleshwa,88572,22388,10277,5314,14479,141030
2023-08-31,Kileleshwa,86757,23163,11604,5724,10467,137715
2023-08-31,Kitengela,31463,16314,8752,2947,7449,66925
2023-08-31,South B,46715,17568,10439,4731,8243,87697
2023-08-31,Rongai,33510,18028,7105,4607,4199,67449
2023-08-31,Karen,168273,27664,19133,7070,16068,238209
2023-08-31,Ruaka,52260,17102,10497,3984,8709,92552
2023-08-31,Karen,166814,26863,15197,7236,16854,232965
2023-08-31,Kasarani,20039,10537,4793,3931,6700,46000
2023-08-31,Ruaka,51664,20991,10658,3902,11351,98566
2023-08-31,Embakasi,29333,12327,6827,2954,5175,56616
2023-08-31,Kitengela,30754,12194,7345,3893,4239,58425
2023-08-31,South B,46609,19721,11523,4001,10740,92595
2023-08-31,Kileleshwa,89624,21130,11419,6620,13280,142073
2023-08-31,Langata,63681,19863,13237,6624,9571,112977
2023-08-31,Thika,21430,12648,8155,4732,8420,55385
2023-08-31,Mlolongo,20914,10820,5105,2440,5685,44964
2023-08-31,Juja,18293,11378,4412,2287,6583,42953
2023-08-31,Ngong,38012,14756,8610,3748,7864,72989
2023-08-31,Kileleshwa,88265,23935,13818,6989,10638,143645
2023-08-31,Westlands,99337,22090,16098,7184,16489,161198
2023-08-31,Westlands,100710,25422,12159,5881,15257,159429
2023-08-31,Juja,16685,10495,8509,3732,3519,42940
2023-08-31,Thika,19858,12710,4852,2534,5333,45287
2023-08-31,Mlolongo,22257,8896,6812,2180,4638,44783
2023-08-31,Embakasi,25412,15201,7581,4464,4403,57061
2023-08-31,Ruaka,51772,21275,11821,6153,11936,102957
2023-08-31,Githurai,13924,9973,3638,4037,3379,34952
2023-08-31,Karen,165897,30917,17722,7786,20103,242426
2023-08-31,Umoja,26315,11687,5325,3009,4080,50416
2023-08-31,Langata,62894,21466,9504,6319,9065,109249
2023-08-31,Langata,63522,18191,11786,5837,9016,108353
2023-08-31,Ruaka,46526,18491,12420,5899,7583,90919
2023-08-31,Westlands,101038,22614,11836,6087,16101,157676
2023-08-31,South B,40935,15406,7853,5675,7765,77635
2023-08-31,Kileleshwa,84864,22739,12165,5800,9222,134790
2023-08-31,Githurai,10259,7325,5033,4516,6489,33623
2023-08-31,Embakasi,24593,14726,4676,4859,6890,55744
2023-08-31,Mlolongo,17040,12763,6901,3396,4891,44991
2023-08-31,Ruaka,46808,17202,8910,4993,8524,86437
2023-08-31,Kileleshwa,87564,22714,9551,5605,14041,139475
2023-08-31,Donholm,35939,16566,6508,2848,5327,67187
2023-08-31,Westlands,96613,22756,15951,7659,16513,159492
2023-08-31,Kileleshwa,87057,24123,13504,5493,14155,144332
2023-08-31,Karen,165847,30355,15414,8580,15122,235319
2023-08-31,Ngong,38289,17973,9120,3110,8652,77143
2023-08-31,Langata,60600,21595,10796,4427,10909,108328
2023-08-31,Westlands,100778,26966,12736,7146,15689,163315
2023-08-31,Kikuyu,22444,12140,7662,3395,8646,54287
2023-08-31,Ruiru,20795,13202,8122,3056,2603,47778
2023-08-31,Mlolongo,19553,13019,6390,3561,7732,50255
2023-08-31,Langata,59646,21725,12863,6171,9492,109898
2023-08-31,Thika,20576,13837,6042,2684,3481,46620
2023-08-31,Ngong,37263,19272,7894,4120,4959,73507
2023-08-31,Karen,162380,30363,18751,7645,16202,235342
2023-08-31,Thika,25516,14814,7825,4184,4360,56699
2023-08-31,Embakasi,32275,12326,5513,2923,7238,60275
2023-08-31,Westlands,100114,22476,12445,7356,14975,157366
2023-08-31,Umoja,31081,14122,5834,2738,6551,60326
2023-08-31,Kasarani,20408,14708,6587,3634,6501,51838
2023-08-31,Ruaka,53693,16737,8760,3605,11896,94691
2023-08-31,Donholm,43012,18014,6777,5026,8584,81412
2023-08-31,Embakasi,25979,12753,4101,3546,8761,55140
2023-08-31,Thika,25835,14834,4416,2558,8878,56521
2023-08-31,South B,41332,16900,7392,5144,10337,81106
2023-08-31,Karen,167913,26376,17901,9342,16162,237695
2023-08-31,Kasarani,24476,12497,8009,4389,6394,55765
2023-08-31,Kikuyu,24609,12705,7387,5049,5810,55560
2023-08-31,Langata,57356,18634,9780,6640,13204,105615
2023-08-31,Ngong,39633,14247,6898,3084,4804,68665
2023-08-31,Kitengela,27250,12671,6413,3654,7086,57074
2023-08-31,Embakasi,28105,12216,8376,4584,5448,58729
2023-08-31,Mlolongo,17730,9504,7710,2760,4500,42204
2023-08-31,Rongai,33990,14883,5212,5006,7415,66506
2023-08-31,South B,47724,15541,11024,4029,6924,85243
2023-08-31,Ruaka,51995,20783,8356,4036,11718,96888
2023-08-31,Rongai,34768,16343,8132,4949,9584,73776
2023-08-31,Mlolongo,19746,9733,6790,4238,6032,46539
2023-08-31,Embakasi,31471,14226,8208,4119,8423,66447
2023-08-31,Westlands,101547,24376,15098,5779,14332,161132
2023-08-31,Embakasi,25068,17018,6310,2507,7576,58479
2023-08-31,Ngong,41902,19097,8772,5383,5034,80187
2023-08-31,Karen,164583,33237,18558,8215,20180,244773
2023-08-31,Rongai,30419,14746,6419,2771,7591,61946
2023-08-31,Kikuyu,19568,12796,8456,2547,7527,50894
2023-08-31,Ngong,42840,19122,10295,5543,10151,87950
2023-08-31,South B,46678,19937,9704,4884,10351,91555
2023-08-31,Ruaka,51637,18438,8568,3434,9326,91403
2023-08-31,Westlands,99142,24064,12501,5831,12195,153733
2023-08-31,Westlands,97322,27370,14234,6584,15166,160676
2023-08-31,Langata,62372,22691,12783,4890,8848,111585
2023-08-31,Rongai,36857,14131,6770,3861,5159,66778
2023-08-31,Rongai,36246,12327,6649,4516,4607,64345
2023-08-31,Embakasi,29747,13615,7929,2992,8346,62629
2023-08-31,Langata,60068,22280,13902,5608,12738,114597
2023-08-31,Westlands,102395,26920,13625,7349,16407,166696
2023-08-31,Mlolongo,22292,12039,7316,4030,6540,52217
2023-08-31,Langata,59600,23490,10373,6745,9343,109552
2023-08-31,Kasarani,22728,9445,5277,2549,2615,42614
2023-08-31,Ruaka,49790,22460,12066,5845,8365,98526
2023-08-31,Ngong,40170,15608,7816,2951,7665,74209
2023-08-31,South B,47295,20253,9407,3430,7824,88210
2023-08-31,Donholm,41996,16775,6399,5763,6186,77118
2023-08-31,Westlands,101058,27327,11633,6905,11774,158697
2023-08-31,Langata,58695,23284,13060,5332,9444,109816
2023-08-31,Kasarani,22246,14147,7013,2691,7822,53919
2023-08-31,South B,46680,16894,7551,5541,7984,84651
2023-08-31,Ruiru,23461,14625,5118,4504,2673,50381
2023-08-31,Kitengela,24367,12943,4615,2492,6103,50520
2023-08-31,South B,42876,14831,11419,3881,9214,82222
2023-08-31,Mlolongo,23318,10792,7625,3119,7341,52195
2023-08-31,Karen,165264,26102,16111,8411,16900,232789
2023-08-31,Karen,166813,25782,17423,9226,18130,237375
2023-08-31,Langata,64410,20040,12687,5644,10113,112895
2023-08-31,South B,43973,19460,9113,4931,8284,85762
2023-08-31,Kitengela,30402,14857,6714,2312,8598,62883
2023-08-31,Ruaka,53692,18901,8919,5140,10017,96669
2023-08-31,Ruiru,21591,11605,4260,4485,3457,45398
2023-08-31,Westlands,100388,22534,15362,7140,15327,160751
2023-08-31,Kitengela,27995,11201,8604,3867,7103,58770
2023-08-31,Ruaka,47202,20145,11523,6193,11267,96330
2023-08-31,Kileleshwa,89443,21865,11605,6987,13310,143210
2023-08-31,Thika,26125,12466,5955,4852,4040,53438
2023-08-31,Kileleshwa,91717,23371,9545,5003,12223,141859
2023-08-31,Thika,25759,8943,7497,4407,6698,53304
2023-08-31,Embakasi,30769,14835,8260,4422,8047,66333
2023-08-31,Umoja,28828,14707,4850,3524,8259,60168
2023-08-31,Umoja,29526,13664,5425,3486,5871,57972
2023-08-31,Rongai,36734,14593,6696,2604,8936,69563
2023-08-31,Umoja,25536,14329,6017,5275,6786,57943
2023-08-31,Thika,19303,13416,8020,4490,3666,48895
2023-08-31,Ruiru,23158,11315,6108,3275,4094,47950
2023-08-31,Ngong,41579,14880,8992,3584,7044,76078
2023-08-31,Kileleshwa,86134,24170,12271,5258,10266,138099
2023-08-31,Ngong,40538,14773,7861,4490,7967,75628
2023-08-31,South B,47013,17062,7409,3407,10434,85326
2023-08-31,Ruaka,54110,17580,11059,4114,7485,94348
2023-08-31,South B,42126,21710,8947,4290,7651,84724
2023-08-31,Donholm,35533,18280,8190,5821,7779,75602
2023-08-31,Embakasi,26503,12534,4475,3826,5566,52904
2023-08-31,Westlands,96392,26400,11770,5762,16297,156621
2023-08-31,Rongai,34608,16303,5364,5336,4326,65937
2023-08-31,Ruaka,53929,21120,10695,4067,8113,97924
2023-08-31,Donholm,41391,14453,8537,2997,8701,76078
2023-08-31,Embakasi,31088,12653,4985,4077,9436,62239
2023-08-31,Embakasi,28147,11720,4276,4105,6631,54879
2023-08-31,Karen,161089,28955,18326,9245,17187,234803
2023-08-31,Kikuyu,24144,10636,4420,3080,5049,47329
2023-08-31,Ngong,37805,18462,6816,4809,9938,77829
2023-08-31,Kitengela,24505,11380,5207,2567,5430,49089
2023-08-31,Kitengela,26734,12260,6420,4754,5755,55923
2023-08-31,Kasarani,24028,11984,7338,3191,5616,52157
2023-08-31,Donholm,40985,16002,6471,3249,9525,76231
2023-08-31,Kasarani,19100,12505,7453,2871,8022,49951
2023-08-31,Kikuyu,20590,9774,4529,4288,8135,47316
2023-08-31,Donholm,40196,15170,8819,4842,9621,78647
2023-08-31,Juja,14264,8813,4778,4630,2902,35387
2023-08-31,Ngong,38841,13425,8137,3868,5694,69964
2023-08-31,Thika,20386,9921,8087,2311,8612,49317
2023-08-31,Donholm,42853,17643,7738,4145,7077,79455
2023-08-31,Langata,61374,20408,11988,5485,10413,109669
2023-08-31,Kileleshwa,88099,21363,11072,4920,11428,136882
2023-08-31,Ruiru,24897,13869,4875,2886,6446,52973
2023-08-31,Ruaka,52237,19488,10537,6280,10554,99096
2023-08-31,Ngong,35436,13991,8071,3871,6426,67794
2023-08-31,Kikuyu,24921,11756,4913,3480,7289,52359
2023-08-31,Rongai,32701,15533,7056,2898,5316,63504
2023-08-31,Ngong,35923,18876,7137,3173,5833,70941
2023-08-31,Juja,15402,10874,4372,3584,2477,36709
2023-08-31,Kikuyu,25790,13488,8004,2110,4655,54047
2023-08-31,Kileleshwa,89822,23276,9665,7272,13237,143272
2023-08-31,Langata,61111,23162,10549,4526,10868,110217
2023-08-31,Mlolongo,19836,11797,7777,3009,6732,49151
2023-08-31,Kitengela,27587,12373,6126,4866,3575,54527
2023-08-31,Embakasi,26735,13817,8277,2475,8347,59651
2023-08-31,Thika,25217,11432,6921,4066,8767,56403
2023-08-31,Thika,21471,9042,6894,2507,7640,47554
2023-08-31,South B,47633,17581,7512,4799,5771,83297
2023-08-31,Umoja,27224,14856,4323,3584,6601,56588
2023-08-31,Kitengela,27389,15519,6455,3291,8543,61197
2023-08-31,Donholm,40763,15503,8542,3644,7608,76059
2023-08-31,Embakasi,26921,12586,6491,2383,8283,56664
2023-08-31,Langata,62311,18088,12651,5238,10720,109009
2023-08-31,Githurai,10415,7904,5993,4503,3255,32071
2023-08-31,Karen,163296,27071,18554,9109,17556,235587
2023-08-31,Kitengela,31388,12782,5485,2317,8182,60154
2023-08-31,Ngong,36797,17619,7889,3637,9809,75750
2023-08-31,Githurai,10973,6816,4054,3182,5163,30189
2023-08-31,Kitengela,25270,11786,7515,4169,8149,56889
2023-08-31,Mlolongo,23182,9943,5665,4852,7360,51002
2023-08-31,Karen,165100,25948,18066,8077,18955,236147
2023-08-31,Ruaka,51668,20140,11192,3985,10049,97034
2023-08-31,Mlolongo,16774,11577,6200,4140,2859,41550
2023-08-31,Rongai,30835,13917,8968,3896,8001,65617
2023-08-31,Thika,21704,12442,8794,3575,7813,54329
2023-08-31,Umoja,24528,16090,7421,3185,8491,59715
2023-08-31,Ruiru,20039,10120,4390,2846,6656,44051
2023-08-31,Westlands,101593,26370,13793,7279,11475,160510
2023-08-31,Donholm,40551,17134,6860,5650,10462,80656
2023-08-31,Kikuyu,25464,9839,7298,3603,8771,54975
2023-08-31,Ngong,39811,17181,7038,4437,7834,76300
2023-08-31,Juja,14632,10271,5843,2893,4014,37653
2023-08-31,Westlands,96712,24203,13769,7972,16612,159268
2023-08-31,Kileleshwa,89953,20408,10711,5046,10068,136186
2023-08-31,Langata,59981,19838,11679,5469,11249,108217
2023-08-31,Thika,23920,12589,7470,4397,5838,54214
2023-08-31,Ruiru,21838,9510,4104,4543,4999,44994
2023-08-31,Thika,26222,12668,6104,3483,8288,56765
2023-08-31,Thika,22233,9239,5549,2182,7415,46618
2023-08-31,Mlolongo,19849,11268,7498,4453,8203,51271
2023-08-31,Umoja,30904,11155,6290,4679,7957,60985
2023-08-31,Kasarani,22672,11385,7675,3566,6419,51717
2023-08-31,Kitengela,29442,16271,8848,3173,9215,66949
2023-08-31,Umoja,26734,15485,6159,2428,8171,58977
2023-08-31,Kileleshwa,90233,20083,11227,7395,9058,137996
2023-08-31,Donholm,36685,18251,8777,5314,5817,74843
2023-08-31,Embakasi,31833,17086,6656,3777,8082,67434
2023-08-31,Kikuyu,23944,9394,7786,2974,2927,47025
